rh.pial.DK.frontalpole,lh.pial.DK.frontalpole,rh.pial.DK.rostralmiddlefrontal,lh.pial.DK.rostralmiddlefrontal,rh.pial.DK.parsorbitalis,lh.pial.DK.parsorbitalis,rh.pial.DK.medialorbitofrontal,lh.pial.DK.medialorbitofrontal,rh.pial.DK.rostralanteriorcingulate,lh.pial.DK.rostralanteriorcingulate,rh.pial.DK.parstriangularis,lh.pial.DK.parstriangularis,rh.pial.DK.lateralorbitofrontal,lh.pial.DK.lateralorbitofrontal,rh.pial.DK.superiorfrontal,lh.pial.DK.superiorfrontal,rh.pial.DK.caudalanteriorcingulate,lh.pial.DK.caudalanteriorcingulate,rh.pial.DK.parsopercularis,lh.pial.DK.parsopercularis,rh.pial.DK.caudalmiddlefrontal,lh.pial.DK.caudalmiddlefrontal,rh.pial.DK.temporalpole,lh.pial.DK.temporalpole,rh.pial.DK.insula,lh.pial.DK.insula,rh.pial.DK.entorhinal,lh.pial.DK.entorhinal,rh.pial.DK.precentral,lh.pial.DK.precentral,rh.pial.DK.posteriorcingulate,lh.pial.DK.posteriorcingulate,rh.pial.DK.superiortemporal,lh.pial.DK.superiortemporal,rh.pial.DK.postcentral,lh.pial.DK.postcentral,rh.pial.DK.transversetemporal,lh.pial.DK.transversetemporal,rh.pial.DK.paracentral,lh.pial.DK.paracentral,rh.pial.DK.middletemporal,lh.pial.DK.middletemporal,rh.pial.DK.parahippocampal,lh.pial.DK.parahippocampal,rh.pial.DK.inferiortemporal,lh.pial.DK.inferiortemporal,rh.pial.DK.supramarginal,lh.pial.DK.supramarginal,rh.pial.DK.fusiform,lh.pial.DK.fusiform,rh.pial.DK.bankssts,lh.pial.DK.bankssts,rh.pial.DK.isthmuscingulate,lh.pial.DK.isthmuscingulate,rh.pial.DK.precuneus,lh.pial.DK.precuneus,rh.pial.DK.superiorparietal,lh.pial.DK.superiorparietal,rh.pial.DK.inferiorparietal,lh.pial.DK.inferiorparietal,rh.pial.DK.lingual,lh.pial.DK.lingual,rh.pial.DK.cuneus,lh.pial.DK.cuneus,rh.pial.DK.pericalcarine,lh.pial.DK.pericalcarine,rh.pial.DK.lateraloccipital,lh.pial.DK.lateraloccipital
1.218393503678511,1.2603767421065675,1.2887862362192948,1.2724633077752805,1.3311721699333934,1.2706858247362782,1.3436740787024553,1.3181950872732153,1.3218832116820045,1.3149493835494064,1.3182311173711845,1.3153249385895722,1.3283584619122988,1.3168885670863695,1.2968148215805364,1.303907704061689,1.3256524351959331,1.3009380519683351,1.31409086895206,1.328732190190315,1.2959219282029402,1.2889060987616816,1.3256934508944491,1.3310698001114414,1.3178459078141447,1.3254539506434493,1.325262465018728,1.3269205367230523,1.3102441220685739,1.3140652468901557,1.3014345944500947,1.3177086236197195,1.2681854245246857,1.2787772774501525,1.3222911082451911,1.266132096157425,1.2357899891452109,1.2575695070342714,1.3113123704957463,1.2934047087368816,1.3106074040548097,1.253693178934843,1.2586273699565265,1.3054480928281988,1.3350902576418509,1.3105662851207118,1.3110313173028785,1.269385980915905,1.27934035688001,1.2865096494153165,1.2853340394787378,1.3291195212454845,1.2536557417845247,1.2544186685861634,1.3268141175695272,1.258562664667176,1.3083777184128416,1.3289734214058457,1.2624629408646664,1.258008686520962,1.28949448372167,1.2786160839391512,1.3411565993581966,1.3172909632728182,1.3019923365354305,1.291175550348373,1.2983922066551725,1.3037406918364662
1.2603767421065675,1.2961516426757014,1.3003121226040832,1.2737523150338104,1.2935516987062283,1.3039526459222368,1.3209005707634478,1.3004198534384177,1.311569137277689,1.3062778460949493,1.3423845534872798,1.2890684617719268,1.3141576423079564,1.2997939100583042,1.2814340834314994,1.3228090878355958,1.323776772051907,1.3287770445298372,1.320884325244765,1.3263985804138032,1.3252040030138441,1.3101560795339726,1.323329497756459,1.3104258684146197,1.2781284455285262,1.3005515080908558,1.3003994280147007,1.3111052648104824,1.2941704386359982,1.3161234283974574,1.3008933490872703,1.3231452048787036,1.270219363175636,1.3167601739646675,1.2989687428687746,1.3141032586742303,1.2541611795709517,1.2780813626632117,1.2862726312036654,1.300350605294631,1.2728603633940676,1.2924992288333539,1.241992395624468,1.2756219713624493,1.2384341351617407,1.2892416169049905,1.209327491490206,1.294913835146418,1.2784420912640446,1.299042125352098,1.3257847511733223,1.2926727953805726,1.2841754303427766,1.2858507795167928,1.2873789278111685,1.3147993672677543,1.2661580029134816,1.272892586067603,1.2087272303580874,1.2997892473471464,1.2787036901052071,1.2967066188702119,1.2859086411211438,1.3021447796537242,1.2619480494831607,1.316306702634832,1.3257343460916882,1.274442616576692
1.2887862362192948,1.3003121226040832,1.2456071472335584,1.267450166729759,1.3072280969343637,1.3051529142933402,1.3128770017789115,1.325599425084784,1.2868636843831638,1.289860926633219,1.302375502136584,1.2541765733802233,1.2789418646856292,1.2398673260053983,1.2722465528702471,1.3003015578234969,1.2335691735123158,1.2751053682843765,1.2823201526433994,1.3000097483991782,1.3292241956122408,1.2638830801308947,1.3196515087755596,1.2972112566796976,1.2716735836641575,1.2546316144672216,1.2917305403241186,1.296022348662426,1.3102461835246684,1.3127063114363162,1.3101270618564829,1.2409690375448785,1.2972220060571114,1.30495958212615,1.2809968405674392,1.3235089609720756,1.3109205894994698,1.3007873231815132,1.2619727983582358,1.292562287514222,1.2501081721952412,1.294676128260512,1.3144120908660797,1.3363103839290307,1.313466561647259,1.3082938647594355,1.3101147164133178,1.3315081169401362,1.300394240452435,1.3289156494441616,1.3269107322642895,1.2883592545912037,1.3042885757732237,1.2757119431067334,1.2990999893333584,1.2660046299006953,1.309452314863964,1.2853817510302639,1.316630128891501,1.3264141554275517,1.3117984507565854,1.310686127403482,1.3118613950362028,1.3244101287691379,1.3188886309522445,1.311126423579092,1.338314707538383,1.2921599220521647
1.2724633077752805,1.2737523150338104,1.267450166729759,1.140853967449695,1.2521025005741695,1.3284537950542754,1.3198764321717384,1.312196680840942,1.2714366747899752,1.3088542609055518,1.2773490640263647,1.3048134752451812,1.2485736925979367,1.2524457898075856,1.2930691217300572,1.2992939276658904,1.3319862706413632,1.2321667376971892,1.2701596907014747,1.2663851533016999,1.2952545340730837,1.328377663108375,1.3054467902053146,1.312720245846106,1.2910176219296305,1.2715160277911828,1.3175777339563775,1.317138725981756,1.3374083391497882,1.3159986051160038,1.290147953494692,1.3036887681796876,1.2771861645143532,1.2860860600770572,1.3039992932614046,1.3208051030415477,1.2559574569207939,1.2990892885163545,1.3020799151322,1.3164142131350627,1.2354502213895537,1.324640651382491,1.3196860757386073,1.3258124780425729,1.3022875465041894,1.3435287581146544,1.3457034184256131,1.3390207762335427,1.3177598618914923,1.322982322653217,1.2996687601736865,1.3190255090075238,1.3028276014861333,1.2111203512735473,1.3135375885067422,1.2841555070233042,1.2685854978267326,1.2664077044489623,1.3109087305943081,1.3202504311162027,1.308987229876353,1.3212776212084876,1.3128858465693753,1.3270038915481412,1.316665956828648,1.3374454900784494,1.2937720784951212,1.2999010618334876
1.3311721699333934,1.2935516987062283,1.3072280969343637,1.2521025005741695,1.2983992999111762,1.2919242549715475,1.318650791864151,1.317496849562587,1.3045587963721113,1.260116221347259,1.2900771621440346,1.227694526078679,1.3047274337448669,1.3000030440186177,1.305234450346694,1.300415394544894,1.3182790868265395,1.2671691031284,1.3056659894344518,1.2502065902151593,1.3037437121297895,1.338289447897221,1.324543302624772,1.3127485725764478,1.3188105980665004,1.3003271108615924,1.311496747150102,1.2927707696352542,1.3069148299474507,1.3400741281839017,1.3048644484051635,1.2968624863069842,1.3223292649442138,1.3111965460414279,1.2869117231022098,1.333297586402317,1.3056961352142518,1.2499908207304438,1.2927042271124098,1.2597632088705264,1.3002922338444804,1.2713064974456743,1.322927657345337,1.335072379908122,1.338111407675985,1.3150322018173486,1.3035358369580552,1.288498185310552,1.342146941208245,1.3035651258624652,1.313979409643216,1.2648435493540586,1.3094882240540364,1.317394005730896,1.3292781901109354,1.2835539813366146,1.3217090825310198,1.2866925122294868,1.3022763021946442,1.3205088962628,1.3256899345444557,1.3106000294711024,1.3313668981685431,1.3196337689488058,1.3244068819046653,1.2583919134456898,1.3318646495961948,1.27293348774594
1.2706858247362782,1.3039526459222368,1.3051529142933402,1.3284537950542754,1.2919242549715475,1.3320459295799618,1.3209640967229377,1.3347358953949897,1.3214591907399231,1.2822108585754541,1.2727787016001368,1.2782740003478092,1.2968713417970743,1.320111923446136,1.313815657479819,1.2934043176202308,1.3311677623083402,1.327510937328131,1.280960858520422,1.319563484942741,1.3033528785567108,1.3040707059873353,1.3326822244111032,1.3120470055224351,1.2905794852865953,1.325121893881098,1.3000345836273688,1.325619117868202,1.2509811347131128,1.3207149424659412,1.30447025320939,1.309929333743243,1.3124570552828585,1.2996993816019526,1.3120423477695224,1.3038969805454241,1.302777313681654,1.3204796110897743,1.327058306557499,1.3071192774838136,1.311714155832742,1.3164958069769808,1.2995101980495087,1.3127517044951946,1.2949456141917717,1.328129842962677,1.3175025754547216,1.315698466763799,1.3149043906372067,1.3050327875113132,1.3073839335764799,1.2994774621993597,1.309986404798759,1.2582422425737192,1.2954399276259239,1.2994627966730534,1.3089003055229242,1.325068440780434,1.2963969813236569,1.3440033588542615,1.3115754840702583,1.321773387934762,1.3159515599856744,1.3132019168246065,1.2543760254714182,1.3014068881974088,1.2978863499629136,1.3267373392400794
1.3436740787024553,1.3209005707634478,1.3128770017789115,1.3198764321717384,1.318650791864151,1.3209640967229377,1.3270189653548998,1.314321661989483,1.3376763970009946,1.31936807421114,1.3134840709929398,1.317926734589647,1.324452354183342,1.3172452279244558,1.3077175684506035,1.3217642517046686,1.3153867236200867,1.3358123489027216,1.3329468174025942,1.343881698979163,1.3135153561682147,1.3263652079805943,1.3293420247380556,1.3042027084233068,1.3081579953904596,1.2995844397197458,1.2496666315589984,1.3234142146846792,1.2935275995053375,1.311734410441899,1.2983180225826025,1.3233329210435345,1.2486754594811071,1.3230175567999314,1.3325531136995674,1.2960937433877047,1.2718220913904632,1.3021330832643085,1.2965616236196724,1.282411822270116,1.302070353526473,1.307991120694939,1.2093901148728998,1.2608244602179786,1.3264757720391935,1.3220476853121659,1.2937834563231803,1.3015769192010362,1.3024071278937646,1.2855413906680189,1.2933101509499063,1.2956462051992614,1.2131464376290133,1.2090596917161045,1.2896803698020605,1.2624107621464689,1.2748239981761704,1.3024091717689934,1.300583641075059,1.2555875374393057,1.3158185720310727,1.258172786959577,1.2886984156968815,1.311861134291716,1.2545799024208388,1.2488439914674276,1.290136390326737,1.2875366747659613
1.3181950872732153,1.3004198534384177,1.325599425084784,1.312196680840942,1.317496849562587,1.3347358953949897,1.314321661989483,1.3105133406433433,1.3074761821664846,1.3202804082328246,1.3144357380923724,1.3053441030770512,1.2980762573418116,1.3061282794081226,1.303652608644946,1.3204891778674108,1.3123074686453755,1.2864863566539733,1.3298036226957686,1.3179960097862637,1.32475805450253,1.3183886770581748,1.29943636838238,1.3172852194730178,1.3073894378678252,1.2623902464721684,1.2521247751027471,1.3043452068260046,1.317148329328342,1.2988642845895868,1.297779249776126,1.2954661382012538,1.2665935732190003,1.3057632005347934,1.3375307402313763,1.3199764726091874,1.2942711740553074,1.3018378406830866,1.2689647096322922,1.2934590154874723,1.281944404457892,1.324205052110925,1.2586551942097377,1.276567797707031,1.309674351616994,1.3139240416150857,1.3183823483551222,1.32291473599673,1.3051214904538089,1.3118119602744303,1.2908269479803292,1.33292812312563,1.268405123809932,1.2582041321909234,1.2929389480057585,1.2542663502392664,1.2893582436435358,1.2757607368845065,1.2776861690057424,1.29150175635709,1.3309879386972812,1.312927964155894,1.3222774296797468,1.2845095940520082,1.2212675853479356,1.2945131494317483,1.2494831139486748,1.2897355872344234
1.3218832116820045,1.311569137277689,1.2868636843831638,1.2714366747899752,1.3045587963721113,1.3214591907399231,1.3376763970009946,1.3074761821664846,1.3540908326837444,1.306283395050713,1.2935777381909677,1.2719231281542713,1.305451217549044,1.323692157711929,1.3172377165453921,1.333973486017446,1.336732104530854,1.3169453881792288,1.2849510929204562,1.295854025820411,1.3429655378658931,1.302128948240989,1.3022474631997525,1.2764375884414167,1.2318104141366588,1.2599419812660766,1.3307127994706835,1.3022547856089917,1.3176274592335502,1.3287733208675117,1.3304379694397368,1.2980915920373635,1.299579650553752,1.1843359983246087,1.3320720280269802,1.320359438888824,1.2677750726095853,1.2744420860000334,1.2676947093036584,1.307514491341417,1.283036412435184,1.209591138975731,1.287917137676613,1.2927037634986858,1.2879399695850424,1.2964290540115797,1.3208781456036445,1.3145380521552377,1.276658998379745,1.2443527924630258,1.308975044920461,1.3088497009052962,1.264843511124229,1.3086449185614089,1.2566461705872025,1.2862477310147866,1.2941555883069251,1.3031676593830526,1.315709127425876,1.3099111106179204,1.2566556260623987,1.30076751688228,1.3193213941310873,1.3274984331962538,1.282992330417016,1.2572203584441588,1.286259990561911,1.2697285060552197
1.3149493835494064,1.3062778460949493,1.289860926633219,1.3088542609055518,1.260116221347259,1.2822108585754541,1.31936807421114,1.3202804082328246,1.306283395050713,1.306525225539857,1.2553271753392012,1.315941477342563,1.2736077310410803,1.311285105952186,1.3101272994353583,1.306289398752046,1.311940603430552,1.3013105458099572,1.3002270940832992,1.3235085065689562,1.318326139287613,1.3278156375934411,1.2653232854403238,1.3059534655842517,1.2707697069150334,1.2705553591428316,1.3103185962137123,1.318344189678328,1.3035817019565297,1.2924095926086963,1.3192927941215264,1.3289899791454098,1.3095787554795904,1.318183256273211,1.3041663876804959,1.3111182873437743,1.2442994364510236,1.2851012362419225,1.3017639310235538,1.3155107394319596,1.2582773285632038,1.3198929517094302,1.2655297398551315,1.3174530151342816,1.2682281761319412,1.3010783410230347,1.308582483406138,1.3253102886819188,1.2538472390159516,1.309322762033021,1.287679816444678,1.3046708726602632,1.2746125508806838,1.2560794819362742,1.2856275617671293,1.332810676809442,1.284920563842179,1.3187602798433478,1.2914053399558063,1.3204551447797892,1.2661165362974032,1.332469355349717,1.2513263188217205,1.2529478884178926,1.2829586567162319,1.2944296620864988,1.2443756998277102,1.2907442101855722
